num_young_drivers,age,num_of_children,years_job_held_for,income,value_of_home,commute_dist,vehicle_value,policy_tenure,5_year_total_claims_value,5_year_num_of_claims,license_points,vehicle_age,highest_education,single_parent,married,gender,type_of_use,licence_revoked,address_type,occupation_Clerical,occupation_Doctor,occupation_Home Maker,occupation_Lawyer,occupation_Manager,occupation_Professional,occupation_Student,vehicle_type_Panel Truck,vehicle_type_Pickup,vehicle_type_SUV,vehicle_type_Sports Car,vehicle_type_Van
0.0,61.0,0.0,10.142857142857142,237.08648211148605,0.0,8.366600265340756,132.62729734108285,1.0,7076.0,3.0,1.7320508075688772,15.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,49.0,0.0,15.0,246.02235670767809,450.61846389157205,5.0,120.91319200153472,1.0,7324.0,1.0,2.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.0,0.0,9.0,175.4308980767071,447.60808750512984,5.0,159.78110025907318,3.1622776601683795,1086.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,48.0,0.0,12.0,157.07004806773315,0.0,4.69041575982343,63.00793600809346,2.449489742783178,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,48.0,0.0,13.0,185.3402276895116,0.0,5.385164807134504,149.79986648859204,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,26.0,1.0,9.0,271.394546739613,0.0,6.6332495807108,95.65563234854496,3.605551275463989,7303.0,2.0,2.23606797749979,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,46.0,0.0,11.0,229.2225992348922,468.6949967729547,5.744562646538029,135.83077707206124,2.0,5393.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,55.0,0.0,12.0,235.95126615468712,495.65915708276793,6.557438524302,165.5294535724685,3.7416573867739413,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,40.0,1.0,13.0,194.82812938587693,0.0,6.708203932499369,117.8558441486887,2.0,15849.0,1.0,0.0,10.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,58.0,0.0,12.0,174.24121211699602,414.2764777295472,3.4641016151377544,109.54451150103323,2.449489742783178,6060.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,53.0,0.0,14.0,241.5657260457286,465.1161145348546,4.795831523312719,117.30302638892144,2.23606797749979,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,60.0,0.0,13.0,299.1838899406183,473.6559933116016,2.23606797749979,106.6770828247567,2.0,4470.0,3.0,0.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,41.0,2.0,10.0,280.49064155511496,515.2184002925361,5.744562646538029,116.06032913963324,3.3166247903554,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,34.0,1.0,12.0,236.8818270783979,404.5021631586165,4.0,70.0,3.1622776601683795,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,37.0,2.0,10.0,331.67303176471853,493.77727772751956,6.6332495807108,127.27922061357856,2.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,22.0,2.0,13.0,105.10470969466591,0.0,6.855654600401044,137.00364958642524,1.0,6996.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,41.0,0.0,3.0,292.48076859855246,0.0,6.0,77.45966692414834,1.0,26003.0,2.0,2.0,21.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,50.0,0.0,14.0,310.32080175199343,522.6968528698063,6.324555320336759,127.00393694685216,1.7320508075688772,0.0,0.0,0.0,13.285714285714286,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,46.0,0.0,14.0,334.9820890734309,0.0,2.23606797749979,183.3303030052588,1.7320508075688772,10788.0,3.0,2.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,35.0,0.0,12.0,323.9567872417554,563.0293065196518,6.324555320336759,135.49907748763457,1.0,15821.0,1.0,2.449489742783178,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,44.0,0.0,12.0,182.9590118031905,281.0373640639266,4.795831523312719,99.69954864491613,3.1622776601683795,4266.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,32.0,3.0,0.0,0.0,0.0,5.5677643628300215,103.63397126425292,3.1622776601683795,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,36.0,0.0,10.0,195.74728606036916,0.0,4.898979485566356,73.00684899377592,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,42.0,0.0,13.0,208.0889232996317,404.22394783090226,5.196152422706632,152.77434339574168,2.449489742783178,10718.0,3.0,2.8284271247461903,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,48.0,0.0,16.0,187.9973404067196,440.3544027258045,2.8284271247461903,116.27553482998907,2.6457513110645907,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,42.0,2.0,15.0,401.500933996423,633.9700308374206,6.0,75.49834435270749,3.1622776601683795,0.0,0.0,0.0,4.142857142857143,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,52.0,0.0,10.0,401.424961854641,656.3421363892463,6.4031242374328485,149.9333185119305,2.6457513110645907,0.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,53.0,0.0,10.0,175.21130100538608,0.0,6.48074069840786,150.7647173578752,2.0,19644.0,2.0,2.23606797749979,13.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,32.0,4.0,11.0,130.29197979921864,0.0,5.0,81.48619514985344,1.0,3468.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,51.0,0.0,14.0,278.797417491626,463.9504283864818,6.557438524302,119.87493482792806,3.1622776601683795,8466.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,39.0,3.0,15.0,113.37548235840057,0.0,5.0,113.13708498984761,3.3166247903554,2452.0,1.0,1.7320508075688772,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,38.0,3.0,9.0,195.47889911701466,400.3061328533451,7.810249675906654,149.3987951758648,1.0,4326.0,4.0,2.449489742783178,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,47.0,0.0,12.0,220.85289221561035,432.53901558125364,2.23606797749979,133.82824813917276,2.449489742783178,0.0,0.0,1.4142135623730951,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,38.0,2.0,0.0,0.0,305.33260553042805,7.14142842854285,98.74208829065749,2.8284271247461903,11093.0,3.0,2.6457513110645907,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,30.0,2.0,12.0,270.7196757850136,400.5795801086221,5.916079783099616,78.35815209663893,3.1622776601683795,696.0,2.0,1.4142135623730951,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,55.0,0.0,14.0,284.93508032532606,544.2830146164769,6.708203932499369,197.9646433078392,3.0,0.0,0.0,1.7320508075688772,13.857142857142858,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,49.0,0.0,7.0,294.6981506558872,478.4234526023991,5.744562646538029,152.34828518890524,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,46.0,0.0,12.0,154.27572718998928,344.095916860401,7.0,62.289646009589745,3.1622776601683795,19005.0,3.0,1.4142135623730951,12.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,47.0,0.0,7.0,276.51763054098376,478.888295952198,5.385164807134504,117.6860229593982,2.449489742783178,0.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,38.0,0.0,10.0,306.4278055268484,0.0,7.280109889280518,131.7193987231949,1.7320508075688772,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,54.0,0.0,10.0,285.4207420633616,494.9515127767568,4.58257569495584,122.67844146385298,2.6457513110645907,0.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,44.0,3.0,15.0,264.96064397782334,393.92638906272833,6.244997998398398,123.57184145265458,3.1622776601683795,0.0,0.0,0.0,16.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,39.0,0.0,9.0,244.60784942433878,0.0,7.615773105863909,99.6493853468249,2.0,7578.0,1.0,0.0,6.428571428571429,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,37.0,1.0,0.0,0.0,0.0,7.681145747868608,128.80217389469792,1.0,1234.0,2.0,1.7320508075688772,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,58.0,0.0,14.0,192.16399246476954,0.0,5.385164807134504,174.38463235044537,2.6457513110645907,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,36.0,1.0,11.0,331.10572329695543,526.9563549289447,3.872983346207417,173.08957218735046,3.1622776601683795,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.0,0.0,9.0,388.780143525875,643.9984472030969,5.385164807134504,153.26447729333762,3.1622776601683795,0.0,0.0,0.0,10.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,15.0,263.7366110345699,494.25802977796934,6.855654600401044,107.9814798935447,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,48.0,0.0,10.0,264.9716966017314,500.0719948167464,6.164414002968976,107.00467279516349,2.449489742783178,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,48.0,0.0,0.0,0.0,364.77840631578744,3.4641016151377544,124.93998559308385,2.0,5316.0,2.0,1.7320508075688772,14.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,36.0,0.0,10.0,229.60836221705864,0.0,6.4031242374328485,97.26253132630262,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,32.0,2.0,11.0,244.7549795203358,443.98198161637146,4.795831523312719,92.84395510748128,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,55.0,0.0,7.0,390.43437348676156,642.9035697521052,7.3484692283495345,141.4213562373095,1.0,0.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,58.0,0.0,12.285714285714286,196.0484633961715,396.208278560658,4.58257569495584,165.40858502508266,1.0,2357.0,1.0,1.7320508075688772,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,39.0,4.0,12.0,141.68627315304755,342.10378542190966,4.58257569495584,73.48469228349535,2.6457513110645907,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,40.0,0.0,13.0,290.69915720552063,501.398045468867,5.656854249492381,138.20274961085252,2.449489742783178,0.0,0.0,2.23606797749979,15.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,53.0,0.0,14.0,250.4615738990714,463.3378896658463,4.47213595499958,156.20499351813308,2.449489742783178,5755.0,1.0,2.23606797749979,19.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,50.0,0.0,5.0,168.22306619485926,428.46353403761213,6.324555320336759,146.04793733565702,2.449489742783178,0.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,45.0,2.0,17.0,333.56858365259757,536.7224608678121,6.782329983125268,147.2412985544477,2.0,10366.0,3.0,1.7320508075688772,10.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,1.0,11.0,81.37567204023571,0.0,4.69041575982343,38.72983346207417,2.449489742783178,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,55.0,0.0,16.0,266.48076853686837,0.0,6.557438524302,136.1616686149226,4.0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,43.0,0.0,11.0,377.22274586774324,0.0,2.449489742783178,190.9450182644208,1.0,4289.0,2.0,0.0,14.428571428571429,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,51.0,0.0,10.0,243.89751946258085,386.8368057536851,3.605551275463989,126.45157175772866,2.449489742783178,20084.0,2.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,66.0,0.0,17.0,320.1327849502453,587.7490961286117,6.324555320336759,132.70267518026907,2.0,1194.0,3.0,1.0,12.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,54.0,0.0,8.0,466.45900141384345,675.6670777831342,5.385164807134504,176.57859439920796,3.3166247903554,0.0,0.0,1.4142135623730951,12.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,48.0,0.0,12.0,291.92636057745796,516.0532918216877,6.082762530298219,188.20201911775547,2.8284271247461903,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,37.0,0.0,11.0,182.25257199831228,0.0,7.211102550927978,174.18381095842403,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,37.0,2.0,13.0,178.11513130556875,385.22201390886266,5.656854249492381,104.21132376090422,2.0,3810.0,3.0,1.7320508075688772,22.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,42.0,3.0,12.0,189.5600168811978,385.9520695630482,2.23606797749979,85.0881895447306,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,57.0,0.0,15.0,210.01904675528837,0.0,3.7416573867739413,136.12494260788506,3.1622776601683795,2056.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,35.0,0.0,7.0,272.38575586840074,458.56515349511676,5.916079783099616,160.0312469488381,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,48.0,0.0,7.0,223.29352879114074,443.98310778677154,5.0990195135927845,47.43416490252569,1.0,8907.0,2.0,2.0,17.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,37.0,2.0,14.0,266.10604760401174,483.8541692936593,5.0,87.12060605849801,2.0,0.0,0.0,2.0,10.142857142857142,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,57.0,0.0,14.0,222.62973745661202,442.62173466742456,3.4641016151377544,107.37783756436893,3.1622776601683795,38084.0,1.0,2.449489742783178,13.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,29.0,1.0,9.0,21.095023109728988,311.7418804074935,5.656854249492381,126.7280552995271,3.1622776601683795,2555.0,3.0,0.0,13.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,37.0,2.0,13.0,254.80777068213598,429.55558429614206,5.5677643628300215,187.8030883665122,2.449489742783178,0.0,0.0,0.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,40.0,0.0,12.0,227.77620595663632,431.2516666634461,7.483314773547883,103.39245620450265,1.4142135623730951,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,41.0,0.0,11.0,232.62201099638014,360.9135234769839,3.7416573867739413,135.3883303686104,1.0,7147.0,3.0,2.23606797749979,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,32.0,3.0,12.0,279.1934812992596,471.7880880225782,5.385164807134504,110.36303729057116,2.449489742783178,0.0,0.0,1.0,11.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,43.0,1.0,11.0,267.81336785156935,0.0,6.0,172.91616465790582,2.449489742783178,0.0,0.0,1.4142135623730951,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,44.0,4.0,14.0,159.79987484350542,422.73868997289566,7.0710678118654755,110.27239001672177,2.6457513110645907,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,56.0,0.0,15.0,269.0371721528458,469.61792981103264,4.898979485566356,169.646691685986,3.1622776601683795,6857.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,54.0,0.0,14.0,244.31536996267755,476.2730309391872,7.681145747868608,162.51153805191802,3.605551275463989,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,44.0,0.0,7.0,134.86660075793412,358.57774610257115,3.4641016151377544,131.7193987231949,3.1622776601683795,0.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,24.0,1.0,10.0,235.5674001214939,0.0,4.0,149.43225890014511,1.0,0.0,0.0,1.7320508075688772,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,45.0,0.0,11.0,304.61779330827017,0.0,5.291502622129181,77.45966692414834,1.0,8609.0,2.0,2.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,41.0,4.0,0.0,0.0,0.0,7.280109889280518,38.72983346207417,2.449489742783178,1433.0,2.0,2.23606797749979,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,55.0,0.0,12.0,194.40679000487611,0.0,6.164414002968976,130.57564857200595,1.0,39617.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,35.0,2.0,8.0,211.3764414498456,429.16313914407885,6.708203932499369,97.3139250056229,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,31.0,2.0,12.0,335.60691292045817,546.3780742306558,7.54983443527075,128.64680330268607,2.449489742783178,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,48.0,0.0,10.0,333.6240399012038,0.0,7.681145747868608,90.8845421400141,2.0,6682.0,3.0,1.7320508075688772,18.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,36.0,3.0,0.0,0.0,0.0,3.605551275463989,71.4142842854285,2.6457513110645907,0.0,0.0,1.4142135623730951,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,45.0,3.0,18.0,87.72684879784524,0.0,6.557438524302,98.94442884771229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
